Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-497,45a,O=C(N1)NC2=CC(OCCCN3CCOCC3)=CC=C2OC/C=C/COC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.088
MKI-498,45b,O=C(N5)NC6=CC(OCCCCN7CCOCC7)=CC=C6OC/C=C/COC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.088
MKI-499,45c,O=C(N1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2OC/C=C/COC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.088
MKI-500,45d,O=C(N5)NC6=CC(Cl)=CC=C6OC/C=C/COC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1016/j.bmcl.2007.09.088
MKI-501,46a,O=C(N1)NC2=CC(OCCCN3CCOCC3)=CC=C2OCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.088
MKI-502,46b,O=C(N5)NC6=CC(OCCCCN7CCOCC7)=CC=C6OCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.088
MKI-503,46c,O=C(N1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2OCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.088
MKI-504,46d,O=C(N5)NC6=CC(Cl)=CC=C6OCCCCOC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.088
MKI-505,65a,O=C(N1)NC2=CC(CCOC3OCCCC3)=CC=C2OC/C=C/CCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCOC3OCCCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,108,10.1016/j.bmcl.2007.09.088
MKI-506,65b,O=C(N1)NC2=CC(CCCOC3OCCCC3)=CC=C2OC/C=C/CCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCCOC3OCCCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,91,10.1016/j.bmcl.2007.09.088
MKI-507,65c,O=C(N1)NC2=CC(OCCOC3OCCCC3)=CC=C2OC/C=C/CCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCOC3OCCCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,19,10.1016/j.bmcl.2007.09.088
MKI-508,66a,O=C(N5)NC6=CC(CCO)=CC=C6OC/C=C/CCCOC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,97,10.1016/j.bmcl.2007.09.088
MKI-509,66b,O=C(N5)NC6=CC(CCCO)=CC=C6OC/C=C/CCCOC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,69,10.1016/j.bmcl.2007.09.088
MKI-510,66c,O=C(N5)NC6=CC(OCCO)=CC=C6OC/C=C/CCCOC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,13,10.1016/j.bmcl.2007.09.088
MKI-511,67a,O=C(N1)NC2=CC(CCO)=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,39,10.1016/j.bmcl.2007.09.088
MKI-512,67b,O=C(N4)NC5=CC(CCCO)=CC=C5OCCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(CCCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,24,10.1016/j.bmcl.2007.09.088
MKI-513,67c,O=C(N1)NC2=CC(OCCO)=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCO)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,11,10.1016/j.bmcl.2007.09.088
MKI-514,9a,O=C(N1)C(C2=CN(CCCC3=CC4=NC(N(C)C)=C3)C5=C2C=CC=C5)=C(C6=CN(CCC4)C7=C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,7,10.1016/j.bmcl.2007.02.059
MKI-515,9b,O=C(N1)C(C2=CN(CCCC3=CC4=NC(N(CCCC)CCCC)=C3)C5=C2C=CC=C5)=C(C6=CN(CCC4)C7C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,11,10.1016/j.bmcl.2007.02.059
MKI-516,10a,O=C(N1)C(C2=CN(CCCC(C=C3)=C(N(C)C)N=C3CCC4)C5=C2C=CC=C5)=C(C6=CN4C7=C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,37,10.1016/j.bmcl.2007.02.059
MKI-517,10b,O=C(N1)C(C2=CN(CCCC(C=C3)=C(N(CCCC)CCCCC)N=C3CCC4)C5=C2C=CC=C5)=C(C6=CN4C7=C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.02.059
MKI-518,Comound 3,O=C(N1)C(C2=CN(CCCCC(C=C3)=C(N(C)C)N=C3CCC4)C5=C2C=CC=C5)=C(C6=CN4C7=C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,24,10.1016/j.bmcl.2007.02.059
MKI-519,Comound  11,O=C(N1)C(C2=CN(CCCCC(C=C3)=C(N(C)C)N=C3CCCC4)C5=C2C=CC=C5)=C(C6=CN4C7=C6C=CC=C7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,GSK-3β (IC50 (nM)),Type-I,7,10.1016/j.bmcl.2007.02.059
MKI-520,Compound 2,O=C(N1)NC2=CC(Cl)=C(N)C=C2OC/C=C\COC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,0.3,10.1016/j.bmcl.2007.09.063
MKI-521,Compound 3,O=C(N4)NC5=CC(Cl)=C(N(C)C)C=C5OC/C=C\COC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-522,Compound 4,O=C(N1)NC2=CC(Cl)=C(NC)C=C2OC/C=C\COC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-523,Compound 5,O=C(N4)NC5=CC(Cl)=C(N(CCO)CCO)C=C5OC/C=C\COC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(CCO)CCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-524,Compound 6,O=C(N1)NC2=CC(Cl)=C(NCCO)C=C2OC/C=C\COC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-525,Compound 7,O=C(N4)NC5=CC(Cl)=C(NCC6=CN=CS6)C=C5OC/C=C\COC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CS3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.063
MKI-526,Compound 8,O=C(N1)NC2=CC(Cl)=C(NC(C3=CC=NC=C3)=O)C=C2OC/C=C\COC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C3=CC=NC=C3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.063
MKI-527,Compound 9,O=C(N5)NC6=CC(Cl)=C(NC(C7=CC(Cl)=NC=C7)=O)C=C6OC/C=C\COC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C3=CC(Cl)=NC=C3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.063
MKI-528,Compound 10,O=C(N1)NC2=CC(Cl)=C(NC([C@H](N)C)=O)C=C2OC/C=C\COC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC([C@H](N)C)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.063
MKI-529,Compound 11,O=C(N4)NC5=CC(Cl)=C(NC(OCCN6CCOCC6)=O)C=C5OC/C=C\COC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(OCCN3CCOCC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.063
MKI-530,Compound 12,O=C(N1)NC2=CC(Cl)=C(N3C(OCC3)=O)C=C2OC/C=C\COC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N3C(OCC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,10,10.1016/j.bmcl.2007.09.063
MKI-531,Compound 13,O=C(N5)NC6=CC(Cl)=C(O)C=C6OC/C=C\COC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,0.3,10.1016/j.bmcl.2007.09.063
MKI-532,Compound 14,O=C(N1)NC2=CC(Cl)=C(OCCO)C=C2OC/C=C\COC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-533,Compound 15,O=C(N4)NC5=CC(Cl)=C(OCCCO)C=C5OC/C=C\COC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-534,Compound 16,O=C(N1)NC2=CC(Cl)=C(OCCN3CCOCC3)C=C2OC/C=C\COC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCN3CCOCC3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-535,Compound 17,O=C(N5)NC6=CC(Cl)=C(OCCCN7CCOCC7)C=C6OC/C=C\COC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCN3CCOCC3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,0.3,10.1016/j.bmcl.2007.09.063
MKI-536,Compound 18,O=C(N1)NC2=CC(Cl)=C(OC(N3CCC(N4CCCCC4)CC3)=O)C=C2OC/C=C\COC5=C(C#N)N=CC1=N5,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OC(N3CCC(N4CCCCC4)CC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-537,Compound 19,O=C(N1)NC2=CC(Cl)=CC=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.063
MKI-538,Compound 20,O=C(N4)NC5=CC(Cl)=C(N)C=C5OCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-539,Compound 21,O=C(N1)NC2=CC(Cl)=C(N(C)C)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-540,Compound 22,O=C(N4)NC5=CC(Cl)=C(NC)C=C5OCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2007.09.063
MKI-541,Compound 23,O=C(N1)NC2=CC(Cl)=C(N(CC)CC)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(CC)CC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,23,10.1016/j.bmcl.2007.09.063
MKI-542,Compound 24,O=C(N1)NC2=CC(Cl)=C(NCC)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.063
MKI-543,Compound 25,O=C(N4)NC5=CC(Cl)=C(NCC6=CN=CS6)C=C5OCCCCOC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CS3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.063
MKI-544,Compound 26,O=C(N1)NC2=CC(Cl)=C(NC(C3=CC=NC=C3)=O)C=C2OCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C3=CC=NC=C3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.063
MKI-545,Compound 27,O=C(N5)NC6=CC(Cl)=C(NC(C7=CC(Cl)=NC=C7)=O)C=C6OCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C3=CC(Cl)=NC=C3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1016/j.bmcl.2007.09.063
MKI-546,Compound 28,O=C(N1)NC2=CC(Cl)=C(NC(OCCN3CCOCC3)=O)C=C2OCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(OCCN3CCOCC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.063
MKI-547,Compound 29,O=C(N5)NC6=CC(Cl)=C(N7C(OCC7)=O)C=C6OCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N3C(OCC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.063
MKI-548,Compound 30,O=C(N1)NC2=CC(Cl)=C(O)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,0.3,10.1016/j.bmcl.2007.09.063
MKI-549,Compound 31,O=C(N4)NC5=CC(Cl)=C(P(O)(O)=O)C=C5OCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(P(O)(O)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,8,10.1016/j.bmcl.2007.09.063
MKI-550,Compound 32,O=C(N1)NC2=CC(Cl)=C(OCCO)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,8,10.1016/j.bmcl.2007.09.063
MKI-551,Compound 33,O=C(N4)NC5=CC(Cl)=C(OCCCO)C=C5OCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-552,Compound 34,O=C(N1)NC2=CC(Cl)=C(OCCCOC)C=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCOC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.063
MKI-553,Compound 35,O=C(N4)NC5=CC(Cl)=C(OCCCN6CCOCC6)C=C5OCCCCOC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCN3CCOCC3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-554,Compound 36,O=C(N1)NC2=CC(Cl)=C(OC(N3CCC(N4CCCCC4)CC3)=O)C=C2OCCCCOC5=C(C#N)N=CC1=N5,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OC(N3CCC(N4CCCCC4)CC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1016/j.bmcl.2007.09.063
MKI-555,Compound 10,O=C(N1)C(C2=CN(CCCCCNCCCCC3)C4=C2C=CC=N4)=C(C5=CN3C6=C5C=CC=N6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,318,10.1016/j.bmc.2003.09.047
MKI-556,Compound 12,O=C(N1)C(C2=CN(CCCCCN(CC)CCCCC3)C4=C2C=CC=N4)=C(C5=CN3C6=C5C=CC=N6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,541,10.1016/j.bmc.2003.09.047
MKI-557,Compound 28,O=C(N1)C(C2=CN(CCCCCCC3=O)C4=C2C=CC=N4)=C(C5=CN(CCCC3)C6=C5C=CC=N6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,79,10.1016/j.bmc.2003.09.047
MKI-558,Compound 33,O=C(N1)C(C2=CN(CCCCC3=O)C4=C2C=CC=N4)=C(C5=CN(CCCC3)C6=C5C=CC=N6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,58,10.1016/j.bmc.2003.09.047
MKI-559,Compound 36,O=C(N1)C(C2=CN(CCCCC(O)CCCC3)C4=C2C=CC=N4)=C(C5=CN3C6=C5C=CC=N6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,11,10.1016/j.bmc.2003.09.047
MKI-560,Compound 41,O=C(N1)C(C2=CN(CCCCC3=NC4=CC=C3)C5=C2C=CC=N5)=C(C6=CN(CCCC4)C7=C6C=CC=N7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,150,10.1016/j.bmc.2003.09.047
MKI-561,Compound 46,O=C(N1)C(C2=CN(CCCC(S3)=CC=C3CCC4)C5=C2C=CC=N5)=C(C6=CN4C7=C6C=CC=N7)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=N3)=C(C4=CNC5=C4C=CC=N5)C1=O,GSK-3β (IC50 (nM)),Type-I,36,10.1016/j.bmc.2003.09.047
MKI-562,5Z-7-oxozeaenol,O=C1[C@@H](O)[C@@H](O)C/C=C/C2=CC(OC)=CC(O)=C2C(O[C@@H](C)C/C=C\1)=O,COC1=CC(O)=C(C=O)C=C1,OC1=C(C=CC=C1)C=O,MAP2K7/MAP2K1/TAK1 (IC50 (nM)),Type-I,Covalent/80/81,10.1016/j.bmcl.2014.12.011
MKI-563,5a,O=C(N1)C(C2=CN(CCOCCN(CC)CCOCC3)C4=C2C=CC=C4)=C(C5=CN3C6=C5C=CC=C6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,PKC-α/PKC-βI/PKC-βII/PKC-γ/PKC-δ/PKC-ε/GSK-3β (IC50 (nM)),Type-I,110/14/9/300/350/75/25,10.1016/S0960-894X(03)00644-9
MKI-564,23,O=C(N1)C(C2=CN(CCOCCN(C)CCN(C)CC3)C4=C2C=CC=C4)=C(C5=CN3C6=C5C=CC=C6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,PKC-α/PKC-βI/PKC-βII/PKC-γ/PKC-ε/GSK-3β (IC50 (nM)),Type-I,570/10/9/390/80/33,10.1016/S0960-894X(03)00644-9
MKI-565,5b,O=C(N1)C(C2=CN(CCOCCN(C)CCOCC3)C4=C2C=CC=C4)=C(C5=CN3C6=C5C=CC=C6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,PKC-α/PKC-βI/PKC-βII/PKC-ε/GSK-3β (IC50 (nM)),Type-I,300/47/41/250/71,10.1016/S0960-894X(03)00644-9
MKI-566,9,O=C(N1)C(C2=CN(CCN(C)CCN(C)CCN(C)CC3)C4=C2C=CC=C4)=C(C5=CN3C6=C5C=CC=C6)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,O=C(N1)C(C2=CNC3=C2C=CC=C3)=C(C4=CNC5=C4C=CC=C5)C1=O,PKC-α/PKC-βI/PKC-βII/PKC-ε/GSK-3β (IC50 (nM)),Type-I,290/31/27/170/43,10.1016/S0960-894X(03)00644-9
